Product Id,Product Handle,Product Title,Product Status,Product Thumbnail,Product Sales Channel 1,Variant Id
prod_01KNYT2C971VKJSEV1K818BSJD,giay-san-co-tu-mhien,PUMA Future 9 Ultimate FG Dreamrush - Icy Blue/Blue Jewel,published,http://localhost:9000/static/1775929209102-36da5f6868fe.webp,sc_01KMMRND2JRGF77ZYJXNW4Q4R6,variant_01KNYT2CF966KMC4PVHRVA4AGB
